Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Hours per Week,Native Country,Salary
46, Private, Bachelors, Divorced, Transport-moving, Own-child, White, Male,55, United-States, <=50K
55, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,45, United-States, >50K
24, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,40, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other, Not-in-family, White, Male,40, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
54, Private, HS-grad, Never-married, Other, Not-in-family, White, Male,15, United-States, <=50K
19, Other, Bachelors, Never-married, Other, Own-child, White, Female,40, United-States, <=50K
56, Private, Didnt-grad-HS, Divorced, Craft-repair, Not-in-family, White, Female,40, United-States, >50K
47, Private, HS-grad, Married, Craft-repair, Husband, Asian-Pac-Islander, Male,60, Japan, <=50K
29, Private, HS-grad, Married, Craft-repair, Husband, Black, Male,40, United-States, <=50K
53, Private, HS-grad, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K
50, Other, Bachelors, Married, Other, Husband, Black, Male,60, United-States, >50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K
21, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,40, United-States, <=50K
36, Self-employed, HS-grad, Never-married, Other, Not-in-family, White, Female,70, United-States, <=50K
60, Private, Didnt-grad-HS, Married, Sales, Husband, White, Male,40, ?, >50K
69, Private, Assoc-voc, Widowed, Sales, Not-in-family, White, Female,25, United-States, <=50K
31, Private, HS-grad, Married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,40, United-States, <=50K
48, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,55, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
24, Private, Assoc-acdm, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Male,40, United-States, >50K
47, Private, HS-grad, Married, Adm-clerical, Husband, Black, Male,40, United-States, >50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,40, United-States, <=50K
39, Private, Assoc-acdm, Married, Exec-managerial, Husband, White, Male,50, United-States, >50K
22, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,46, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,45, United-States, >50K
36, Private, HS-grad, Married, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
54, Private, Didnt-grad-HS, Married, Other, Husband, White, Male,40, Mexico, <=50K
33, Government, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
42, Private, HS-grad, Married, Prof-specialty, Husband, White, Male,50, United-States, >50K
52, Private, Bachelors, Married, Sales, Husband, White, Male,65, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,32, United-States, <=50K
33, Private, Didnt-grad-HS, Married, Handlers-cleaners, Husband, White, Male,40, Mexico, <=50K
30, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,38, United-States, <=50K
35, Private, Assoc-voc, Married, Tech-support, Husband, Black, Male,38, Jamaica, <=50K
35, Other, Assoc-voc, Married, Other, Wife, White, Female,20, United-States, >50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,37, United-States, <=50K
24, Private, HS-grad, Never-married, Other, Own-child, White, Male,35, United-States, <=50K
44, Government, HS-grad, Married, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
62, Private, Assoc-voc, Separated, Priv-house-serv, Not-in-family, Black, Female,20, United-States, <=50K
45, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
75, Self-employed, HS-grad, Married, Farming-fishing, Husband, White, Male,20, United-States, <=50K
47, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,50, United-States, <=50K
64, Private, Prof-school, Married, Exec-managerial, Husband, White, Male,60, United-States, <=50K
54, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,42, United-States, >50K
41, Government, Bachelors, Married, Exec-managerial, Husband, White, Male,40, United-States, >50K
33, Private, Assoc-acdm, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,10, United-States, <=50K
51, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,50, United-States, >50K
45, Self-employed, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States, >50K
18, Other, Didnt-grad-HS, Never-married, Other, Own-child, White, Male,72, United-States, <=50K
43, Private, Didnt-grad-HS, Married, Transport-moving, Husband, White, Male,40, Yugoslavia, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
45, Private, Bachelors, Married, Craft-repair, Husband, White, Male,40, ?, >50K
61, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K
21, Private, Didnt-grad-HS, Married, Other, Other-relative, White, Male,40, England, <=50K
56, Private, Didnt-grad-HS, Divorced, Craft-repair, Not-in-family, White, Male,49, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,60, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,40, United-States, <=50K
55, Private, Bachelors, Married, Transport-moving, Husband, White, Male,84, United-States, <=50K
27, Other, Bachelors, Married, Other, Husband, White, Male,20, Mexico, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,70, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K
43, Government, Assoc-voc, Married, Exec-managerial, Husband, White, Male,40, United-States, <=50K
32, Self-employed, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K
38, Private, Bachelors, Married, Sales, Wife, White, Female,40, United-States, <=50K
18, Private, Didnt-grad-HS, Never-married, Farming-fishing, Own-child, White, Male,20, United-States, <=50K
35, Private, Bachelors, Married, Craft-repair, Husband, White, Male,50, United-States, >50K
67, Other, HS-grad, Widowed, Other, Not-in-family, White, Female,40, United-States, <=50K
29, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,40, United-States, <=50K
19, Private, Didnt-grad-HS, Never-married, Handlers-cleaners, Not-in-family, White, Male,55, Mexico, <=50K
39, Private, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,35, United-States, <=50K
29, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,50, United-States, >50K
45, Self-employed, Prof-school, Married, Prof-specialty, Husband, White, Male,55, United-States, >50K
44, Private, Bachelors, Married, Machine-op-inspct, Husband, White, Male,40, United-States, >50K
42, Government, Didnt-grad-HS, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
52, Government, Bachelors, Married, Tech-support, Husband, White, Male,40, United-States, <=50K
18, Other, Didnt-grad-HS, Never-married, Other, Own-child, White, Male,25, United-States, <=50K
64, Private, HS-grad, Married, Farming-fishing, Husband, White, Male,25, France, <=50K
30, Private, Bachelors, Married, Sales, Husband, White, Male,45, United-States, >50K
43, Government, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,42, Germany, <=50K
49, Self-employed, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
35, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,40, United-States, >50K
37, Self-employed, Prof-school, Married, Prof-specialty, Husband, White, Male,50, United-States, >50K
49, Private, Didnt-grad-HS, Married, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
19, Private, Didnt-grad-HS, Separated, Other, Own-child, White, Female,40, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,4, United-States, <=50K
31, Private, HS-grad, Never-married, Other, Own-child, Black, Male,40, United-States, <=50K
26, Private, Bachelors, Married, Craft-repair, Husband, White, Male,40, United-States, <=50K
44, Private, Bachelors, Married, Sales, Husband, White, Male,55, United-States, <=50K
38, Private, Bachelors, Married, Other, Wife, White, Female,40, United-States, <=50K
33, Self-employed, HS-grad, Married, Sales, Husband, White, Male,60, United-States, <=50K
24, Other, HS-grad, Separated, Other, Unmarried, Black, Female,37, United-States, <=50K
18, Private, Didnt-grad-HS, Never-married, Other, Own-child, White, Male,20, United-States, <=50K
32, Private, Assoc-voc, Widowed, Tech-support, Unmarried, Black, Female,40, United-States, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
28, Government, Masters, Married, Exec-managerial, Husband, Black, Male,40, Jamaica, <=50K
30, Self-employed, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other, Not-in-family, Black, Male,38, United-States, <=50K
74, Private, Masters, Divorced, Sales, Not-in-family, White, Female,10, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,70, South, <=50K
36, Private, Assoc-acdm, Married, Tech-support, Husband, White, Male,55, United-States, <=50K
29, Private, HS-grad, Married, Adm-clerical, Wife, White, Female,20, United-States, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,45, United-States, <=50K
25, Self-employed, Bachelors, Never-married, Sales, Not-in-family, White, Male,80, United-States, <=50K
21, Private, HS-grad, Separated, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
39, Government, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Female,50, United-States, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,32, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,25, United-States, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
50, Private, HS-grad, Separated, Other, Unmarried, Black, Female,40, United-States, <=50K
38, Private, HS-grad, Married, Exec-managerial, Husband, White, Male,55, United-States, >50K
25, Government, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K
36, Private, Bachelors, Married, Exec-managerial, Husband, White, Male,55, United-States, >50K
41, Private, Bachelors, Married, Prof-specialty, Husband, White, Male,40, Germany, <=50K
34, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States, <=50K
19, Government, Bachelors, Never-married, Other, Own-child, White, Male,10, United-States, <=50K
18, Private, Didnt-grad-HS, Never-married, Other, Own-child, White, Female,3, United-States, <=50K
36, Private, Didnt-grad-HS, Divorced, Sales, Own-child, White, Male,40, United-States, <=50K
46, Private, Bachelors, Married, Transport-moving, Husband, White, Male,40, United-States, >50K
29, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,45, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,32, United-States, <=50K
35, Private, HS-grad, Married, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
40, Private, HS-grad, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
22, Private, Bachelors, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,40, United-States, <=50K
19, Government, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,15, United-States, <=50K
70, Private, Didnt-grad-HS, Married, Transport-moving, Husband, White, Male,40, United-States, <=50K
38, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Male,55, United-States, <=50K
35, Private, Bachelors, Married, Sales, Husband, White, Male,50, United-States, <=50K
25, Private, Bachelors, Never-married, Other, Own-child, White, Female,35, United-States, <=50K
39, Private, Bachelors, Married, Craft-repair, Husband, White, Male,45, United-States, >50K
50, Private, Doctorate, Married, Prof-specialty, Husband, Black, Male,37, ?, >50K
43, Private, Assoc-acdm, Married, Prof-specialty, Husband, White, Male,50, United-States, <=50K
37, Government, Bachelors, Married, Adm-clerical, Husband, White, Male,40, Philippines, >50K
51, Private, HS-grad, Married, Other, Husband, White, Male,40, El-Salvador, >50K
29, Other, Didnt-grad-HS, Separated, Other, Unmarried, White, Female,12, United-States, <=50K
